,property_type,society,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,Wardrobe,furnishing_type,luxury_score
706,flat,emaar gurgaon greens,sector 102,1.39,8424.0,1650.0,3.0,3.0,3,7.0,West,Relatively New,1650.0,,,0.0,1.0,0.0,0.0,0.0,3.0,1.0,21.0
707,flat,dlf express greens,manesar,1.2,6504.0,1845.0,3.0,4.0,2,5.0,East,Relatively New,1845.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.0
708,flat,smart world orchard,sector 61,1.5,12500.0,1200.0,2.0,2.0,2,2.0,North,Under Construction,,,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
709,flat,mapsko mount ville,sector 79,1.28,8556.0,1496.0,3.0,3.0,3,16.0,South,Relatively New,1490.0,,1063.91,1.0,0.0,0.0,0.0,0.0,3.0,1.0,128.0
710,flat,millenia,sector 37c,0.4,6667.0,600.0,2.0,2.0,2,4.0,East,New Property,,,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
711,flat,raheja vedaanta,sector 108,0.7,4522.0,1548.0,2.0,2.0,3,1.0,West,Undefined,,1548.0,1200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
712,flat,unitech harmony,sector 50,2.6,9591.0,2711.0,3.0,4.0,2,15.0,North-East,Relatively New,2711.0,2700.0,2200.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,174.0
713,flat,ramprastha primera,sector 37d,1.02,6000.0,1700.0,3.0,2.0,3,22.0,Na,Under Construction,1700.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
714,flat,ats kocoon,sector 109,1.7,9742.0,1745.0,3.0,3.0,3,21.0,West,Moderately Old,1745.0,1550.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
716,flat,ats triumph,sector 104,1.8,7860.0,2290.0,3.0,4.0,3,14.0,Na,New Property,,,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
717,flat,emaar palm gardens,sector 83,1.75,9211.0,1900.0,3.0,3.0,3,6.0,West,Relatively New,1900.0,1600.0,1240.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,150.0
718,flat,emaar gurgaon greens,sector 102,1.6,9697.0,1650.0,3.0,3.0,3,8.0,Na,Relatively New,1650.0,,1022.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
719,flat,aipl zen residences,sector 70a,1.65,13074.0,1262.0,2.0,2.0,3,23.0,North-West,New Property,1262.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
720,flat,dlf new town heights,sector 90,1.54,6514.0,2364.0,4.0,4.0,3+,12.0,South-West,Moderately Old,2364.0,2200.0,1850.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,111.0
721,flat,godrej oasis,sector 88a,1.5,8108.0,1850.0,3.0,3.0,2,3.0,Na,Relatively New,,,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
722,house,independent,sector 23,2.4,12000.0,2000.0,3.0,3.0,2,2.0,North-East,Moderately Old,2000.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0
723,flat,dlf regal gardens,sector 90,1.24,7066.0,1755.0,3.0,3.0,3+,9.0,South,Relatively New,1755.0,1600.0,1400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0
724,flat,the close north,sector 50,2.65,11277.0,2350.0,3.0,3.0,3+,3.0,South-East,Moderately Old,2605.0,2491.0,2350.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0
725,flat,vipul belmonte,sector 53,6.0,24490.0,2450.0,3.0,4.0,3+,6.0,North-West,Moderately Old,2450.0,,,0.0,1.0,0.0,0.0,1.0,3.0,1.0,26.0
726,house,independent,sector 1,1.85,16003.0,1156.0,4.0,3.0,2,3.0,,Undefined,,,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,flat,paras dews,sector 106,0.92,6643.0,1385.0,2.0,2.0,3+,2.0,East,Relatively New,1385.0,940.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
728,flat,godrej frontier,sector 80,1.4,6189.0,2262.0,3.0,4.0,2,6.0,South,Moderately Old,2262.0,1922.0,1634.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,111.0
729,flat,emaar mgf the palm drive,sector 66,3.2,17778.0,1800.0,3.0,3.0,3,12.0,South-West,Relatively New,2200.0,,1800.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,117.0
730,flat,ramsons kshitij,sector 95,0.28,3651.0,767.0,2.0,2.0,2,5.0,North-West,New Property,767.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
731,flat,eldeco accolade,sector 33,1.2,8043.0,1492.0,2.0,2.0,2,0.0,North,New Property,,1492.0,900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
732,flat,vatika city,sector 49,1.72,7818.0,2200.0,3.0,3.0,2,2.0,North-East,Old Property,,,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0
733,flat,m3m heights,sector 65,3.67,17990.0,2040.0,3.0,3.0,2,27.0,Na,Under Construction,2040.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0
734,flat,m3m heights,sector 65,1.95,15997.0,1219.0,2.0,2.0,3,16.0,Na,Under Construction,1261.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
735,flat,orris aster court premier,sector 85,1.49,5820.0,2560.0,4.0,5.0,3+,10.0,East,Relatively New,2560.0,2017.0,1890.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,84.0
736,flat,ashiana anmol,sohna road,0.99,8216.0,1205.0,2.0,2.0,2,6.0,East,Under Construction,1205.0,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
737,flat,emaar mgf palm hills,sector 77,1.9,9500.0,2000.0,3.0,4.0,3+,6.0,South-West,New Property,2000.0,,1218.03,0.0,1.0,0.0,0.0,0.0,4.0,1.0,42.0
738,flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,1100.0,3.0,3.0,3,4.0,North-East,New Property,,2700.0,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0
739,flat,chd avenue,sector 71,1.25,7172.0,1743.0,3.0,4.0,2,7.0,East,Relatively New,1743.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,160.0
740,flat,ramsons kshitij,sector 95,0.19,591.0,3215.0,1.0,1.0,1,14.0,East,Relatively New,,,3212.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
741,flat,sbr apartment,manesar,0.68,4456.0,1526.0,3.0,3.0,3,2.0,Na,Moderately Old,,1526.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,house,not applicable,sector 4,0.75,11719.0,640.0,5.0,4.0,3,2.0,,Moderately Old,640.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,flat,conscient heritage max,sector 102,2.15,10005.0,2149.0,3.0,4.0,3+,18.0,South,Relatively New,2149.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,134.0
744,house,independent,sector 9,1.25,8735.0,1431.0,10.0,6.0,3+,3.0,,Old Property,1431.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,flat,capital residences 360,sector 70a,1.69,8553.0,1976.0,3.0,3.0,3+,8.0,North-East,New Property,1976.0,1900.0,1650.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,165.0
746,flat,vatika the seven lamps,sector 82,0.81,6193.0,1308.0,2.0,2.0,2,15.0,West,Relatively New,1300.0,,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,117.0
747,house,unitech uniworld resorts,sector 33,8.0,11429.0,7000.0,4.0,4.0,3+,2.0,West,Old Property,7000.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,77.0
748,flat,m3m heights,sector 65,2.8,14997.0,1867.0,3.0,3.0,3,20.0,North-East,Under Construction,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
749,flat,adani aangan galleria,sector 89,0.25,5000.0,500.0,1.0,1.0,1,6.0,Na,New Property,500.0,430.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
750,flat,green campus chs,manesar,0.9,3935.0,2287.0,3.0,3.0,3+,6.0,North-East,Moderately Old,2287.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
751,house,nirvana country,sector 50,10.0,14286.0,7000.0,5.0,7.0,2,4.0,East,Moderately Old,,7000.0,,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0
752,flat,ansal housing highland park,sector 103,2.0,7491.0,2670.0,4.0,5.0,3+,14.0,Na,New Property,2670.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0
753,flat,eldeco accolade,sohna road,1.35,6136.0,2200.0,3.0,3.0,3,2.0,Na,New Property,,,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0
754,flat,pareena coban residences,sector 99a,1.6,8000.0,2000.0,3.0,3.0,3,6.0,Na,Under Construction,2000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,flat,eldeco accolade,sohna road,0.95,6556.0,1449.0,2.0,2.0,3,8.0,North-East,Under Construction,1457.0,,849.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
756,flat,tulip violet,sector 69,1.4,8929.0,1568.0,3.0,3.0,1,12.0,North,Relatively New,1568.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
757,flat,vatika gurgaon,sector 83,0.85,8947.0,950.0,2.0,2.0,2,18.0,West,Moderately Old,1245.0,1100.0,950.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,119.0
758,flat,umang monsoon breeze,sector 78,0.9,4615.0,1950.0,3.0,3.0,2,1.0,Na,Moderately Old,1950.0,1900.0,1854.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0
760,house,independent,sector 45,10.0,30864.0,3240.0,6.0,6.0,3+,4.0,North-East,Moderately Old,3240.0,,,1.0,1.0,1.0,1.0,0.0,5.0,1.0,70.0
761,flat,gls avenue 51,sector 92,0.42,6562.0,640.0,3.0,3.0,1,2.0,Na,Relatively New,,,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
762,flat,shree vardhman flora,sector 90,0.65,4815.0,1350.0,2.0,2.0,3,10.0,North,Moderately Old,1350.0,,,1.0,0.0,0.0,0.0,0.0,2.0,1.0,83.0
763,flat,bestech park view grand spa,sector 81,2.4,9023.0,2660.0,3.0,4.0,3+,8.0,North,New Property,2660.0,,,1.0,1.0,0.0,0.0,0.0,4.0,1.0,167.0
764,house,independent,sector 57,3.5,21605.0,1620.0,4.0,4.0,3+,3.0,South,Old Property,1620.0,,,0.0,0.0,1.0,0.0,0.0,6.0,1.0,67.0
765,flat,pareena coban residences,sector 99a,1.4,7011.0,1997.0,3.0,5.0,3+,6.0,Na,New Property,1997.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
766,house,independent,sector 12,1.2,14184.0,846.0,4.0,4.0,2,2.0,North,Relatively New,,846.0,,0.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0
767,flat,puri emerald bay,sector 104,1.59,10905.0,1458.0,2.0,2.0,2,12.0,South,Relatively New,1550.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
768,flat,signature global synera,sector 81,0.38,9500.0,400.0,1.0,1.0,2,3.0,South-West,Relatively New,,,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
769,flat,signature the serenas,sohna road,0.5,9398.0,532.0,2.0,2.0,2,6.0,Na,New Property,,,531.521382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
770,house,independent,sector 105,0.37,8222.0,450.0,2.0,2.0,1,1.0,,Moderately Old,450.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
771,flat,ss the leaf,sector 85,1.18,10094.0,1169.0,2.0,3.0,3,12.0,North,Relatively New,1671.0,1420.0,1169.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,150.0
772,flat,valley view estate,gwal pahari,1.5,7489.0,2003.0,4.0,4.0,3+,10.0,North-East,Moderately Old,2000.0,1850.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
773,house,independent,sector 105,0.35,7778.0,450.0,2.0,2.0,1,2.0,East,Undefined,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,flat,sare green parc phase 3,sector 92,1.08,5150.0,2097.0,4.0,4.0,2,16.0,Na,New Property,2090.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,107.0
776,flat,emaar gurgaon greens,sector 102,1.38,13490.0,1023.0,3.0,3.0,3,6.0,North-East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,3.0,1.0,128.0
777,flat,tulip violet,sector 69,1.66,8409.0,1974.0,4.0,4.0,1,12.0,South-East,Relatively New,1970.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0
778,house,unitech espace,sector 50,11.0,40741.0,2700.0,4.0,4.0,3+,2.0,North,Moderately Old,,361.0,300.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,88.0
779,flat,signature global superbia,sector 95,0.4,6723.0,595.0,2.0,2.0,3,2.0,Na,Under Construction,,,594.490197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,flat,orris aster court premier,sector 85,1.38,6509.0,2120.0,3.0,4.0,2,6.0,North-East,Relatively New,2120.0,1616.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0
781,house,independent,sector 26,18.0,39841.0,4518.0,5.0,4.0,3+,4.0,North,Moderately Old,4518.0,,,1.0,1.0,1.0,1.0,0.0,4.0,1.0,113.0
782,flat,vatika lifestyle homes,sector 83,1.3,4545.0,2860.0,3.0,3.0,1,6.0,North-West,Relatively New,2860.0,,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,79.0
783,flat,rof ananda,sector 95,0.38,6922.0,549.0,2.0,2.0,1,4.0,Na,New Property,,,549.174178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,flat,ireo the corridors,sector 67a,1.62,9380.0,1727.0,3.0,3.0,2,4.0,North,New Property,1727.0,,1017.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,142.0
785,flat,pyramid urban homes 2,sector 86,0.5,8319.0,601.0,2.0,2.0,1,2.0,East,Relatively New,,,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
786,flat,emaar mgf emerald estate,sector 65,1.75,12545.0,1395.0,3.0,3.0,3,10.0,North-East,Relatively New,1395.0,,809.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,124.0
787,flat,krrish florence estate,sector 70,1.3,5601.0,2321.0,3.0,3.0,3,17.0,Na,Under Construction,,1865.0,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,61.0
788,house,vatika india next,sector 82,6.5,20062.0,3240.0,4.0,3.0,0,2.0,,Undefined,,360.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,flat,lavanya apartments,sector 81,0.9,5056.0,1780.0,3.0,3.0,0,7.0,Na,Undefined,,1780.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,flat,kamroon court,sector 43,2.75,13750.0,2000.0,3.0,4.0,3+,5.0,North-East,Moderately Old,,,2000.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,49.0
791,flat,tulip monsella,sector 53,8.25,28004.0,2946.0,3.0,4.0,3,8.0,Na,Under Construction,2940.0,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,35.0
792,flat,ss the leaf,sector 85,2.15,8929.0,2408.0,3.0,5.0,3,2.0,Na,New Property,2408.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
793,flat,godrej nature plus,sector 33,1.25,9025.0,1385.0,2.0,2.0,3+,15.0,Na,Under Construction,,,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
794,house,suncity essel towers,sector 28,6.0,22222.0,2700.0,4.0,4.0,3+,3.0,East,Old Property,2700.0,,,1.0,0.0,0.0,0.0,0.0,5.0,1.0,89.0
795,flat,unitech fresco,sector 50,1.14,8533.0,1336.0,2.0,2.0,2,19.0,East,Moderately Old,1336.0,1330.0,1100.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,174.0
796,flat,ambience creacions,sector 22,4.8,19200.0,2500.0,4.0,6.0,3+,10.0,North-East,New Property,,,2500.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,49.0
797,flat,ats triumph,sector 104,1.85,8079.0,2290.0,3.0,4.0,3+,14.0,East,Relatively New,2290.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.0
798,flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,1349.0,2.0,2.0,2,11.0,North-East,New Property,1349.0,,1000.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,49.0
799,flat,paras dews,sector 106,0.88,6354.0,1385.0,2.0,2.0,3+,1.0,South,Relatively New,1385.0,940.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
800,house,independent,sector 43,5.75,23663.0,2430.0,4.0,4.0,2,4.0,North,Under Construction,,260.0,220.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,153.0
801,flat,signature global park,sohna road,0.52,6326.0,822.0,2.0,2.0,2,3.0,North-West,Relatively New,,,822.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,161.0
802,flat,emaar palm gardens,sector 83,1.72,9053.0,1900.0,3.0,3.0,3,4.0,South,Relatively New,1900.0,1600.0,1240.04,0.0,1.0,0.0,0.0,0.0,3.0,1.0,165.0
803,flat,prime habitat,sector 99a,0.26,4745.0,548.0,2.0,2.0,1,6.0,North-East,Relatively New,,,550.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0
804,flat,mapsko royale ville,sector 82,0.99,5531.0,1790.0,3.0,4.0,2,14.0,South-West,New Property,1790.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0
805,house,independent,sector 4,1.1,6111.0,1800.0,8.0,4.0,3+,2.0,West,Old Property,1800.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
806,house,independent,sector 110,0.34,6800.0,500.0,1.0,1.0,0,1.0,,Undefined,,500.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
807,flat,rof ananda,sector 95,0.31,5647.0,549.0,2.0,2.0,1,5.0,North,Relatively New,,,549.174178,0.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0
808,flat,ats kocoon,sector 109,1.75,10029.0,1745.0,3.0,3.0,3,10.0,North-East,Relatively New,1745.0,1550.0,1250.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,49.0
809,flat,pioneer araya,sector 62,8.35,19514.0,4279.0,4.0,6.0,3,16.0,East,Relatively New,4279.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,153.0
810,flat,ats tourmaline,sector 109,1.75,10000.0,1750.0,3.0,3.0,3,4.0,Na,New Property,1750.0,1466.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
811,house,independent,sector 109,1.55,6568.0,2360.0,3.0,2.0,0,1.0,,Undefined,,2360.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
812,flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665.0,963.0,2.0,2.0,2,14.0,South,New Property,1349.0,,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0
813,flat,rof ananda,sector 95,0.25,6579.0,380.0,1.0,1.0,1,4.0,Na,New Property,380.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,flat,emaar palm gardens,sector 83,1.3,11872.0,1095.0,3.0,3.0,3,16.0,North,Relatively New,1720.0,,1095.3,0.0,1.0,0.0,0.0,0.0,4.0,1.0,174.0
815,flat,m3m woodshire,sector 107,1.8,7624.0,2361.0,3.0,4.0,3+,2.0,Na,Relatively New,2361.0,,1384.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,129.0
816,flat,dlf the ultima,sector 81,2.29,10926.0,2096.0,3.0,4.0,3+,15.0,West,Relatively New,2100.0,,,0.0,1.0,0.0,0.0,0.0,3.0,2.0,103.0
817,flat,eldeco accolade,sohna road,0.96,6571.0,1461.0,2.0,2.0,3+,14.0,East,Relatively New,1457.0,,849.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,151.0
818,flat,imperia the esfera,sector 37c,0.87,5513.0,1578.0,2.0,3.0,3+,5.0,North-West,Relatively New,1578.0,1300.0,1110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
819,flat,ramprastha skyz,sector 37d,1.0,4943.0,2023.0,3.0,5.0,3,11.0,Na,Under Construction,2025.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0
820,flat,emaar gurgaon greens,sector 102,1.35,8182.0,1650.0,3.0,3.0,3,5.0,North-West,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,119.0
822,flat,signature global park,sohna road,0.56,6813.0,822.0,2.0,2.0,3,3.0,South,New Property,,,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
823,flat,tulip violet,sector 69,1.4,8855.0,1581.0,3.0,3.0,2,9.0,West,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120.0
824,house,independent,sector 26,23.0,25556.0,9000.0,4.0,4.0,3+,2.0,South-West,Relatively New,9000.0,,,1.0,1.0,1.0,1.0,0.0,5.0,1.0,145.0
825,flat,vatika seven elements,sector 89,1.6,8163.0,1960.0,3.0,3.0,3,5.0,Na,New Property,1960.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
826,flat,bptp terra,sector 37d,1.72,9498.0,1811.0,3.0,3.0,3,9.0,South,Relatively New,1811.0,,996.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0
827,flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.0,1368.0,2.0,2.0,3,14.0,Na,Undefined,,1368.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,flat,sunischit apartments,sector 54,1.75,7955.0,2200.0,3.0,4.0,3+,5.0,East,Moderately Old,2200.0,1900.0,1700.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,83.0
829,flat,chd avenue,sector 71,0.79,6594.0,1198.0,2.0,2.0,2,8.0,South-East,Relatively New,1198.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
830,flat,rof ananda,sector 95,0.21,61.0,34426.0,1.0,1.0,1,13.0,North,Relatively New,,,34401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
831,flat,brisk lumbini terrace homes,sector 109,1.5,6617.0,2267.0,3.0,3.0,1,4.0,North,New Property,,,2267.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0
832,house,bptp pedestal,sector 70a,0.92,7751.0,1187.0,2.0,3.0,3+,3.0,North-East,New Property,,,1187.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153.0
833,flat,rof ananda,sector 95,0.2,5464.0,366.0,1.0,1.0,1,10.0,West,Relatively New,,,366.080239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
834,flat,tulip violet,sector 69,1.37,8676.0,1579.0,3.0,3.0,1,12.0,East,Relatively New,1578.0,,1538.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0
835,house,aindependentt raj estates,sector 63a,8.5,27139.0,3132.0,6.0,6.0,3+,3.0,East,Under Construction,3132.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,29.0
836,flat,imperia the esfera,sector 37c,0.99,5500.0,1800.0,3.0,3.0,1,10.0,North-East,New Property,1815.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
837,flat,vatika independent floors,sector 82,1.45,8056.0,1800.0,4.0,3.0,0,1.0,Na,Undefined,,1800.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0
838,flat,smart world gems,sector 89,1.0,9009.0,1110.0,2.0,2.0,3,3.0,Na,New Property,,,1110.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0
839,flat,4s aradhya homes,sector 67a,1.9,8862.0,2144.0,4.0,4.0,3,3.0,Na,New Property,2200.0,,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,62.0
840,flat,hcbs sports ville,sector 2,0.35,4375.0,800.0,2.0,2.0,2,8.0,East,Relatively New,,800.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
841,flat,pioneer urban presidia,sector 62,6.5,14987.0,4337.0,4.0,4.0,3+,3.0,West,Moderately Old,4337.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
842,flat,emaar mgf palm studios,sector 66,1.45,14796.0,980.0,2.0,2.0,3,3.0,East,Relatively New,1188.0,,980.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,92.0
843,flat,signature global park,sohna road,0.85,7863.0,1081.0,3.0,2.0,2,4.0,East,New Property,1081.0,1080.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
844,house,emaar mgf marbella,sector 66,18.0,40000.0,4500.0,5.0,6.0,3+,3.0,North-East,Relatively New,4500.0,,,1.0,1.0,1.0,1.0,0.0,7.0,2.0,153.0
845,flat,smart world orchard,sector 61,1.58,13739.0,1150.0,2.0,2.0,2,3.0,South,New Property,,,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
846,flat,kamal residence,sohna road,0.4,7634.0,524.0,2.0,2.0,1,0.0,North-East,New Property,,,524.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,16.0
847,flat,m3m urbana,sector 67,0.95,10894.0,872.0,1.0,1.0,1,17.0,South-West,Relatively New,,826.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
848,flat,emaar palm gardens,sector 83,1.76,9263.0,1900.0,3.0,3.0,3,5.0,South-East,Relatively New,1900.0,1600.0,1240.04,0.0,1.0,0.0,0.0,0.0,3.0,1.0,174.0
849,flat,sare crescent parc,sector 92,0.82,5384.0,1523.0,3.0,3.0,3+,12.0,West,Undefined,,1523.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,flat,experion windchants,sector 112,2.5,13889.0,1800.0,2.0,2.0,3,10.0,East,Relatively New,2441.0,1939.03,1800.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0
851,flat,bestech park view ananda,sector 81,1.4,7735.0,1810.0,3.0,3.0,3+,6.0,North-West,Relatively New,1810.0,,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
852,flat,kw royal court,sector 39,2.0,6250.0,3200.0,5.0,4.0,3,9.0,East,Old Property,,,3200.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,49.0
853,flat,smart world gems,sector 89,0.9,8160.0,1103.0,2.0,2.0,2,3.0,Na,New Property,1103.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0
854,flat,vatika the seven lamps,sector 82,1.28,6819.0,1877.0,3.0,3.0,3,3.0,North,Relatively New,1877.0,1800.0,1500.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,165.0
855,flat,bestech park view residency,sector 2,1.5,7825.0,1917.0,3.0,4.0,3+,10.0,North-East,Moderately Old,1920.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0
